Kind,Identifier,Common Facet,Leaf Term
2,23101,"Events, Shipwreck",Shipwreck
4,29016,Frenchboro,Frenchboro
4,29017,"Frenchboro, Black Island",Black Island
4,29018,"Frenchboro, Great Duck Island",Great Duck Island
4,29019,"Frenchboro, Little Duck Island",Little Duck Island
4,29020,"Frenchboro, Placentia Island",Placentia Island
1,12895,"Image, Art",Art
1,12898,"Image, Art, Artwork",Artwork
1,12899,"Image, Art, Beadwork",Beadwork
1,12900,"Image, Art, Calligraphy",Calligraphy
1,12901,"Image, Art, Collage",Collage
1,12985,"Image, Art, Cut Paper Work",Cut Paper Work
1,12953,"Image, Art, Decorative Plaque",Decorative Plaque
1,12902,"Image, Art, Decoupage",Decoupage
1,12896,"Image, Art, Digital Art",Digital Art
1,12903,"Image, Art, Drawing",Drawing
1,12904,"Image, Art, Featherwork",Featherwork
1,12946,"Image, Art, Floral Piece",Floral Piece
1,12949,"Image, Art, Floral Piece, Flora Picture",Flora Picture
1,12950,"Image, Art, Floral Piece, Flora Picture, Leaf Picture",Leaf Picture
1,12951,"Image, Art, Floral Piece, Flora Picture, Seed Picture",Seed Picture
1,12947,"Image, Art, Floral Piece, Floral Bouquet",Floral Bouquet
1,12952,"Image, Art, Floral Piece, Floral Wreath",Floral Wreath
1,12948,"Image, Art, Floral Piece, Pressed Flora",Pressed Flora
1,12905,"Image, Art, Fretwork",Fretwork
1,12906,"Image, Art, Hairwork",Hairwork
1,12908,"Image, Art, Montage",Montage
1,12909,"Image, Art, Mural",Mural
1,12910,"Image, Art, Needlework",Needlework
1,12911,"Image, Art, Needlework, Appliqué",Appliqué
1,12912,"Image, Art, Needlework, Appliqué, Mola",Mola
1,12915,"Image, Art, Needlework, Crochet",Crochet
1,12916,"Image, Art, Needlework, Embroidery",Embroidery
1,12917,"Image, Art, Needlework, Embroidery, Arpillera",Arpillera
1,12918,"Image, Art, Needlework, Embroidery, Crewelwork",Crewelwork
1,12919,"Image, Art, Needlework, Embroidery, Cross-Stitch",Cross-Stitch
1,12921,"Image, Art, Needlework, Embroidery, Needlepoint",Needlepoint
1,12920,"Image, Art, Needlework, Embroidery, Punched Paper Embroidery",Punched Paper Embroidery
1,12922,"Image, Art, Needlework, Embroidery, Sampler",Sampler
1,12913,"Image, Art, Needlework, Flower Cloth",Flower Cloth
1,12914,"Image, Art, Needlework, Flower Cloth, Story Cloth",Story Cloth
1,12923,"Image, Art, Needlework, Knitwork",Knitwork
1,12924,"Image, Art, Needlework, Quilt",Quilt
1,12907,"Image, Art, Ornamental Knot",Ornamental Knot
3,21000,"Image, Art, Other Art",Other Art
1,12925,"Image, Art, Painting",Painting
1,12926,"Image, Art, Painting, Bark Painting",Bark Painting
1,12927,"Image, Art, Painting, Ceiling Painting",Ceiling Painting
1,12928,"Image, Art, Painting, Miniature Painting",Miniature Painting
1,12929,"Image, Art, Painting, Panel Painting",Panel Painting
1,12930,"Image, Art, Painting, Wall Painting",Wall Painting
1,12931,"Image, Art, Pastel",Pastel
1,12932,"Image, Art, Picture",Picture
1,12937,"Image, Art, Picture, Animal Picture",Animal Picture
1,12933,"Image, Art, Picture, Cityscape",Cityscape
1,12938,"Image, Art, Picture, Genre Picture",Genre Picture
1,12939,"Image, Art, Picture, History Picture",History Picture
1,12934,"Image, Art, Picture, Landscape",Landscape
1,12935,"Image, Art, Picture, Petrograph",Petrograph
1,12936,"Image, Art, Picture, Petrograph, Petroglyph",Petroglyph
1,12940,"Image, Art, Picture, Portrait",Portrait
1,12941,"Image, Art, Picture, Seascape",Seascape
1,12942,"Image, Art, Picture, Still-Life",Still-Life
1,12943,"Image, Art, Picture, Townscape",Townscape
1,12954,"Image, Art, Quillwork",Quillwork
1,12955,"Image, Art, Ribbonwork",Ribbonwork
1,12956,"Image, Art, Sculpture",Sculpture
1,12957,"Image, Art, Sculpture, Bust",Bust
1,12958,"Image, Art, Sculpture, Carving",Carving
1,12960,"Image, Art, Sculpture, Carving, Scrimshaw",Scrimshaw
1,12959,"Image, Art, Sculpture, Carving, Totem Pole",Totem Pole
1,12961,"Image, Art, Sculpture, Carving, Whimsey",Whimsey
1,12962,"Image, Art, Sculpture, Casting",Casting
1,12963,"Image, Art, Sculpture, Casting, Life Mask",Life Mask
1,12964,"Image, Art, Sculpture, Construction",Construction
1,12965,"Image, Art, Sculpture, Construction, Assemblage",Assemblage
1,12966,"Image, Art, Sculpture, Construction, Impossible Bottle",Impossible Bottle
1,12968,"Image, Art, Sculpture, Face Jug",Face Jug
1,12967,"Image, Art, Sculpture, Intaglio",Intaglio
1,12969,"Image, Art, Sculpture, Maquette",Maquette
1,12970,"Image, Art, Sculpture, Miniature",Miniature
1,12971,"Image, Art, Sculpture, Mobile",Mobile
1,12976,"Image, Art, Sculpture, Origami Sculpture",Origami Sculpture
1,12972,"Image, Art, Sculpture, Relief",Relief
1,12973,"Image, Art, Sculpture, Relief, Bas-Relief",Bas-Relief
1,12974,"Image, Art, Sculpture, Relief, Cameo",Cameo
1,12975,"Image, Art, Sculpture, Relief, High Relief",High Relief
1,12977,"Image, Art, Sculpture, Statue",Statue
1,12978,"Image, Art, Sculpture, Statue, Figurine",Figurine
1,12979,"Image, Art, Sculpture, Statue, Garden Statue",Garden Statue
1,12980,"Image, Art, Shellwork",Shellwork
1,12981,"Image, Art, Shellwork, Sailor's Valentine",Sailor's Valentine
1,12982,"Image, Art, Silhouette",Silhouette
1,12983,"Image, Art, Sketch",Sketch
1,12984,"Image, Art, Tapestry",Tapestry
1,12897,"Image, Art, Trench Art",Trench Art
1,12944,"Image, Art, Woven Picture",Woven Picture
1,12945,"Image, Art, Woven Picture, Stevengraph",Stevengraph
3,21001,"Image, Other Image",Other Image
1,13417,"Image, Photograph",Photograph
1,13424,"Image, Photograph, Black-and-White Photograph",Black-and-White Photograph
1,13425,"Image, Photograph, Color Photograph",Color Photograph
3,21002,"Image, Photograph, Digital Photograph",Digital Photograph
1,13426,"Image, Photograph, Direct Positive",Direct Positive
1,13427,"Image, Photograph, Direct Positive, Ambrotype",Ambrotype
1,13428,"Image, Photograph, Direct Positive, Daguerreotype",Daguerreotype
1,13429,"Image, Photograph, Direct Positive, Tintype",Tintype
1,13418,"Image, Photograph, Hologram",Hologram
1,13419,"Image, Photograph, Negative",Negative
1,13420,"Image, Photograph, Negative, Calotype",Calotype
1,13421,"Image, Photograph, Negative, Glass Plate Negative",Glass Plate Negative
1,13422,"Image, Photograph, Negative, Roll Film Negative",Roll Film Negative
1,13423,"Image, Photograph, Negative, Sheet Film Negative",Sheet Film Negative
1,13430,"Image, Photograph, Photographic Print",Photographic Print
1,13435,"Image, Photograph, Photographic Print, Albumen Print",Albumen Print
1,13431,"Image, Photograph, Photographic Print, Anaglyph",Anaglyph
1,13434,"Image, Photograph, Photographic Print, Cabinet Photograph",Cabinet Photograph
1,13432,"Image, Photograph, Photographic Print, Carte-de-visite",Carte-de-visite
1,13433,"Image, Photograph, Photographic Print, Cyanotype",Cyanotype
1,13436,"Image, Photograph, Photographic Print, Digital Print",Digital Print
1,13437,"Image, Photograph, Photographic Print, Platinum Print",Platinum Print
1,13438,"Image, Photograph, Photographic Print, Salted Paper Print",Salted Paper Print
1,13439,"Image, Photograph, Photographic Print, Snapshot",Snapshot
1,13440,"Image, Photograph, Photographic Print, Stereograph",Stereograph
1,13441,"Image, Photograph, Photographic Print, Stereoview",Stereoview
1,13442,"Image, Photograph, Radiogram",Radiogram
1,13443,"Image, Photograph, Transparency",Transparency
1,13444,"Image, Photograph, Transparency, Lantern Slide Transparency",Lantern Slide Transparency
1,13445,"Image, Photograph, Transparency, Roll Film Transparency",Roll Film Transparency
1,13446,"Image, Photograph, Transparency, Slide Transparency",Slide Transparency
1,13448,"Image, Print",Print
1,13449,"Image, Print, Embossed Print",Embossed Print
1,13450,"Image, Print, Intaglio Print",Intaglio Print
1,13451,"Image, Print, Intaglio Print, Engraving",Engraving
1,13452,"Image, Print, Intaglio Print, Etching",Etching
1,13453,"Image, Print, Photomechanical Print",Photomechanical Print
1,13454,"Image, Print, Photomechanical Print, Collotype",Collotype
1,13458,"Image, Print, Photomechanical Print, Dye Transfer Print",Dye Transfer Print
1,13455,"Image, Print, Photomechanical Print, Photoengraving",Photoengraving
1,13456,"Image, Print, Photomechanical Print, Photogravure",Photogravure
1,13457,"Image, Print, Photomechanical Print, Photolithograph",Photolithograph
1,13459,"Image, Print, Planographic Print",Planographic Print
1,13460,"Image, Print, Planographic Print, Lithograph",Lithograph
1,13461,"Image, Print, Planographic Print, Monotype",Monotype
1,13462,"Image, Print, Relief Print",Relief Print
1,13465,"Image, Print, Relief Print, Linocut",Linocut
1,13466,"Image, Print, Relief Print, Metalcut",Metalcut
1,13464,"Image, Print, Relief Print, Relief Etching",Relief Etching
1,13467,"Image, Print, Relief Print, Vinylcut",Vinylcut
1,13463,"Image, Print, Relief Print, Wood Engraving",Wood Engraving
1,13468,"Image, Print, Relief Print, Woodcut",Woodcut
1,13469,"Image, Print, Screen Print",Screen Print
1,13399,Map,Map
1,13396,"Map, Cartograph, Atlas",Atlas
1,13397,"Map, Cartograph, Atlas, Plat Book",Plat Book
1,13398,"Map, Cartograph, Globe",Globe
1,13403,"Map, Land Survey",Land Survey
1,13402,"Map, Plat",Plat
1,13400,"Map, Plotting Chart",Plotting Chart
1,13401,"Map, Road Map",Road Map
4,29021,Mount Desert,Mount Desert
4,29022,Mount Desert Island,Mount Desert Island
4,29023,Mount Desert Rock,Mount Desert Rock
4,29024,"Mount Desert, Bartletts Island",Bartletts Island
4,29025,"Mount Desert, Hall Quarry",Hall Quarry
4,29026,"Mount Desert, Northeast Harbor",Northeast Harbor
4,29027,"Mount Desert, Pretty Marsh",Pretty Marsh
4,29028,"Mount Desert, Rum Island",Rum Island
4,29029,"Mount Desert, Seal Harbor",Seal Harbor
4,29030,"Mount Desert, Somesville",Somesville
4,29031,"Mount Desert, Sound",Sound
2,23201,"Nature, Animals",Animals
2,23202,"Nature, Animals, Birds",Birds
2,23203,"Nature, Animals, Cats",Cats
2,23204,"Nature, Animals, Dogs",Dogs
2,23607,"Nature, Animals, Horses",Horses
2,23205,"Nature, Animals, Shellfish",Shellfish
2,23206,"Nature, Animals, Shellfish, Lobsters",Lobsters
3,6601,"Object, 3D Printer",3D Printer
3,8792,"Object, AC-DC Converter",AC-DC Converter
3,6522,"Object, Abrader",Abrader
3,9935,"Object, Accelerator Magnet",Accelerator Magnet
3,9936,"Object, Accelerator Magnet, Bending Magnet",Bending Magnet
3,9937,"Object, Accelerator Magnet, Quadruple Magnet",Quadruple Magnet
3,9938,"Object, Accelerator Magnet, Sextuple Magnet",Sextuple Magnet
3,2870,"Object, Accessory Box",Accessory Box
3,2871,"Object, Accessory Box, Bandbox",Bandbox
3,2872,"Object, Accessory Box, Collar Box",Collar Box
3,2873,"Object, Accessory Box, Glove Box",Glove Box
3,2874,"Object, Accessory Box, Handkerchief Box",Handkerchief Box
3,2879,"Object, Accessory Box, Hatbox",Hatbox
3,2875,"Object, Accessory Box, Jewelry Box",Jewelry Box
3,2876,"Object, Accessory Box, Shoe Box",Shoe Box
3,2877,"Object, Accessory Box, Trinket Box",Trinket Box
3,2878,"Object, Accessory Box, Trinket Box, Bride's Box",Bride's Box
3,13932,"Object, Achievement Symbols",Achievement Symbols
3,7687,"Object, Acoustical",Acoustical T&E
3,7725,"Object, Acoustical, Acoustical Tonometer",Acoustical Tonometer
3,7701,"Object, Acoustical, Audio Masker",Audio Masker
3,7704,"Object, Acoustical, Audio Oscillator",Audio Oscillator
3,7693,"Object, Acoustical, Audiometer",Audiometer
3,7690,"Object, Acoustical, Clang Analyzer",Clang Analyzer
3,7733,"Object, Acoustical, Galton Whistle",Galton Whistle
3,7699,"Object, Acoustical, Harmonometer",Harmonometer
3,7703,"Object, Acoustical, Laboratory Organ",Laboratory Organ
3,7700,"Object, Acoustical, Logograph",Logograph
3,7702,"Object, Acoustical, Opeidoscope",Opeidoscope
3,7707,"Object, Acoustical, Phonelescope",Phonelescope
3,7710,"Object, Acoustical, Phono-Projectoscope",Phono-Projectoscope
3,7708,"Object, Acoustical, Phonodeik",Phonodeik
3,7709,"Object, Acoustical, Phonometer",Phonometer
3,7711,"Object, Acoustical, Phonorganon",Phonorganon
3,7712,"Object, Acoustical, Phonoscope",Phonoscope
3,7713,"Object, Acoustical, Photophone",Photophone
3,7714,"Object, Acoustical, Pseudophone",Pseudophone
3,7729,"Object, Acoustical, Quincke's Tube",Quincke's Tube
3,7718,"Object, Acoustical, Resonator",Resonator
3,7719,"Object, Acoustical, Reverberator",Reverberator
3,7732,"Object, Acoustical, Savart Wheel",Savart Wheel
3,7720,"Object, Acoustical, Sonometer",Sonometer
3,7688,"Object, Acoustical, Sound Amplifier",Sound Amplifier
3,7689,"Object, Acoustical, Sound Amplifier, Funnel Horn",Funnel Horn
3,7691,"Object, Acoustical, Sound Analyzer",Sound Analyzer
3,7694,"Object, Acoustical, Sound Cage",Sound Cage
3,7695,"Object, Acoustical, Sound Controller",Sound Controller
3,7697,"Object, Acoustical, Sound Generator",Sound Generator
3,7698,"Object, Acoustical, Sound Generator, Sound Measurer",Sound Measurer
3,7705,"Object, Acoustical, Sound Pendulum",Sound Pendulum
3,7706,"Object, Acoustical, Sound Perimeter",Sound Perimeter
3,7715,"Object, Acoustical, Sound Receiver",Sound Receiver
3,7716,"Object, Acoustical, Sound Recorder",Sound Recorder
3,7717,"Object, Acoustical, Sound Reproducer",Sound Reproducer
3,7721,"Object, Acoustical, Sound Spectrogram",Sound Spectrogram
3,7722,"Object, Acoustical, Sound Spectrograph",Sound Spectrograph
3,7723,"Object, Acoustical, Sound Stimulator",Sound Stimulator
3,7728,"Object, Acoustical, Sound Transmitter",Sound Transmitter
3,7730,"Object, Acoustical, Stern Variator",Stern Variator
3,7724,"Object, Acoustical, Strobilion",Strobilion
3,7692,"Object, Acoustical, Tone Difference Apparatus",Tone Difference Apparatus
3,7726,"Object, Acoustical, Tonoscope",Tonoscope
3,7727,"Object, Acoustical, Topophone",Topophone
3,7696,"Object, Acoustical, Tuning Fork",Tuning Fork
3,7731,"Object, Acoustical, Vibroscope",Vibroscope
3,14738,"Object, Activity Book",Activity Book
3,14739,"Object, Activity Book, Coloring Book",Coloring Book
3,14740,"Object, Activity Book, Sticker Book",Sticker Book
3,14742,"Object, Activity Card",Activity Card
3,14743,"Object, Activity Card, Sewing Card",Sewing Card
3,14796,"Object, Activity Set",Activity Set
3,8763,"Object, Actuator",Actuator
3,6613,"Object, Adhesive Tape",Adhesive Tape
3,6614,"Object, Adhesive Tape, Duct Tape",Duct Tape
3,6615,"Object, Adhesive Tape, Masking Tape",Masking Tape
3,6616,"Object, Adhesive Tape, Packaging Tape",Packaging Tape
3,6617,"Object, Adhesive Tape, Transparent Tape",Transparent Tape
